source_id,subgroup_consensus,seed_fraction_A,seed_fraction_B,seed_fraction_C,consensus_label_stability,stable_ge_090
2067833204623425280,CygOB2-A,1.0,0.0,0.0,1.0,True
2067833277636819968,CygOB2-A,1.0,0.0,0.0,1.0,True
2067833277636820608,CygOB2-A,1.0,0.0,0.0,1.0,True
2067833376419009408,CygOB2-A,1.0,0.0,0.0,1.0,True
2067833689953689344,CygOB2-A,1.0,0.0,0.0,1.0,True
2067833793032906624,CygOB2-A,1.0,0.0,0.0,1.0,True
2067833930471667200,CygOB2-A,1.0,0.0,0.0,1.0,True
2067834067910622464,CygOB2-A,1.0,0.0,0.0,1.0,True
2067834067910624768,CygOB2-A,1.0,0.0,0.0,1.0,True
2067834235419069312,CygOB2-A,1.0,0.0,0.0,1.0,True
2067834308428808832,CygOB2-A,1.0,0.0,0.0,1.0,True
2067834342788541056,CygOB2-C,0.0,0.0,1.0,1.0,True
2067834342788541440,CygOB2-A,1.0,0.0,0.0,1.0,True
2067834377148281088,CygOB2-A,1.0,0.0,0.0,1.0,True
2067834411508022016,CygOB2-A,1.0,0.0,0.0,1.0,True
2067834445867764224,CygOB2-A,1.0,0.0,0.0,1.0,True
2067834544648470656,CygOB2-C,0.0,0.0,1.0,1.0,True
2067834617666436224,CygOB2-A,1.0,0.0,0.0,1.0,True
2067834682086562048,CygOB2-A,1.0,0.0,0.0,1.0,True
2067834720745659264,CygOB2-A,1.0,0.0,0.0,1.0,True
2067834720745660800,CygOB2-C,0.0,0.0,1.0,1.0,True
2067834755105401600,CygOB2-A,1.0,0.0,0.0,1.0,True
2067834823824882176,CygOB2-A,1.0,0.0,0.0,1.0,True
2067834922605624064,CygOB2-A,1.0,0.0,0.0,1.0,True
2067834926904094848,CygOB2-A,1.0,0.0,0.0,1.0,True
2067834926904096384,CygOB2-A,1.0,0.0,0.0,1.0,True
2067834991325112960,CygOB2-A,1.0,0.0,0.0,1.0,True
2067835064343058048,CygOB2-A,1.0,0.0,0.0,1.0,True
2067835231844409344,CygOB2-A,1.0,0.0,0.0,1.0,True
2067835236141754496,CygOB2-A,1.0,0.0,0.0,1.0,True
2067835304861239808,CygOB2-A,1.0,0.0,0.0,1.0,True
2067835373580723584,CygOB2-A,1.0,0.0,0.0,1.0,True
2067835438000806016,CygOB2-A,1.0,0.0,0.0,1.0,True
2067835476659929472,CygOB2-A,1.0,0.0,0.0,1.0,True
2067835609800387968,CygOB2-A,1.0,0.0,0.0,1.0,True
2067835614098871040,CygOB2-C,0.0,0.0,1.0,1.0,True
2067835678524562944,CygOB2-A,1.0,0.0,0.0,1.0,True
2067835682818357376,CygOB2-A,1.0,0.0,0.0,1.0,True
2067835717178087680,CygOB2-A,1.0,0.0,0.0,1.0,True
2067835888976791424,CygOB2-A,1.0,0.0,0.0,1.0,True
2067835923336537216,CygOB2-A,1.0,0.0,0.0,1.0,True
2067835992056009344,CygOB2-A,1.0,0.0,0.0,1.0,True
2067836060775488640,CygOB2-A,1.0,0.0,0.0,1.0,True
2067836129494921600,CygOB2-A,1.0,0.0,0.0,1.0,True
2067836129494922880,CygOB2-A,1.0,0.0,0.0,1.0,True
2067836159558192896,CygOB2-A,1.0,0.0,0.0,1.0,True
2067836163854842624,CygOB2-A,1.0,0.0,0.0,1.0,True
2067836198214405632,CygOB2-A,1.0,0.0,0.0,1.0,True
2067836198214407808,CygOB2-A,1.0,0.0,0.0,1.0,True
2067836232574148864,CygOB2-A,1.0,0.0,0.0,1.0,True
2067836232574322048,CygOB2-A,1.0,0.0,0.0,1.0,True
2067836266934061184,CygOB2-A,1.0,0.0,0.0,1.0,True
2067836301293802112,CygOB2-A,1.0,0.0,0.0,1.0,True
2067836301293804672,CygOB2-A,1.0,0.0,0.0,1.0,True
2067836335653539712,CygOB2-A,1.0,0.0,0.0,1.0,True
2067836335653540096,CygOB2-A,1.0,0.0,0.0,1.0,True
2067836438732858368,CygOB2-A,1.0,0.0,0.0,1.0,True
2067836473092328320,CygOB2-A,1.0,0.0,0.0,1.0,True
2067836576171717120,CygOB2-A,1.0,0.0,0.0,1.0,True
2067836576171717632,CygOB2-A,1.0,0.0,0.0,1.0,True
2067836576172967040,CygOB2-A,1.0,0.0,0.0,1.0,True
2067836610531453312,CygOB2-A,1.0,0.0,0.0,1.0,True
2067836885409375616,CygOB2-A,1.0,0.0,0.0,1.0,True
2067836954128848384,CygOB2-A,1.0,0.0,0.0,1.0,True
2067837263366481536,CygOB2-A,1.0,0.0,0.0,1.0,True
2067837263366486144,CygOB2-A,1.0,0.0,0.0,1.0,True
2067837297726221312,CygOB2-A,1.0,0.0,0.0,1.0,True
2067837366445699840,CygOB2-A,1.0,0.0,0.0,1.0,True
2067837400805452032,CygOB2-A,1.0,0.0,0.0,1.0,True
2067837469524931456,CygOB2-A,1.0,0.0,0.0,1.0,True
2067837503884655872,CygOB2-A,1.0,0.0,0.0,1.0,True
2067837572604138752,CygOB2-A,1.0,0.0,0.0,1.0,True
2067837572604139776,CygOB2-A,1.0,0.0,0.0,1.0,True
2067837847482057088,CygOB2-A,1.0,0.0,0.0,1.0,True
2067838294158675968,CygOB2-A,1.0,0.0,0.0,1.0,True
2067838392939047168,CygOB2-B,0.0,1.0,0.0,1.0,True
2067838431597167104,CygOB2-A,1.0,0.0,0.0,1.0,True
2067838500316636032,CygOB2-B,0.0,1.0,0.0,1.0,True
2067839153151681792,CygOB2-A,1.0,0.0,0.0,1.0,True
2067839187511415808,CygOB2-A,1.0,0.0,0.0,1.0,True
2067839251932573440,CygOB2-A,1.0,0.0,0.0,1.0,True
2067839290590629376,CygOB2-A,1.0,0.0,0.0,1.0,True
2067839359310116864,CygOB2-A,1.0,0.0,0.0,1.0,True
2067840149584105344,CygOB2-A,1.0,0.0,0.0,1.0,True
2067840149584606592,CygOB2-A,1.0,0.0,0.0,1.0,True
2067840871138606336,CygOB2-A,1.0,0.0,0.0,1.0,True
2067841386534952832,CygOB2-B,0.0,1.0,0.0,1.0,True
2067841386534953600,CygOB2-A,1.0,0.0,0.0,1.0,True
2067842142449218688,CygOB2-A,1.0,0.0,0.0,1.0,True
2067842623485550592,CygOB2-A,1.0,0.0,0.0,1.0,True
2067842657845295744,CygOB2-B,0.0,1.0,0.0,1.0,True
2067842756625081856,CygOB2-A,1.0,0.0,0.0,1.0,True
2067842760924241664,CygOB2-B,0.0,1.0,0.0,1.0,True
2067844646411593856,CygOB2-A,1.0,0.0,0.0,1.0,True
2067844753789365248,CygOB2-A,1.0,0.0,0.0,1.0,True
2067845303545166464,CygOB2-A,1.0,0.0,0.0,1.0,True
2067845471045332352,CygOB2-A,1.0,0.0,0.0,1.0,True
2067845539769416704,CygOB2-A,1.0,0.0,0.0,1.0,True
2067845578423066368,CygOB2-A,1.0,0.0,0.0,1.0,True
2067845784581501824,CygOB2-B,0.0,1.0,0.0,1.0,True
2067845887660714880,CygOB2-C,0.0,0.0,1.0,1.0,True
2067846162538629376,CygOB2-A,1.0,0.0,0.0,1.0,True
2067846196898367616,CygOB2-A,1.0,0.0,0.0,1.0,True
2067846540495762816,CygOB2-B,0.0,1.0,0.0,1.0,True
2067846574855490176,CygOB2-A,1.0,0.0,0.0,1.0,True
2067846643574969216,CygOB2-B,0.0,1.0,0.0,1.0,True
2067847017233614208,CygOB2-A,1.0,0.0,0.0,1.0,True
2067847158970986752,CygOB2-A,1.0,0.0,0.0,1.0,True
2067847193330731648,CygOB2-A,1.0,0.0,0.0,1.0,True
2067847502568383744,CygOB2-A,1.0,0.0,0.0,1.0,True
2067847536928119680,CygOB2-A,1.0,0.0,0.0,1.0,True
2067847640007337088,CygOB2-A,1.0,0.0,0.0,1.0,True
2067847640008644992,CygOB2-A,1.0,0.0,0.0,1.0,True
2067847708726800896,CygOB2-A,1.0,0.0,0.0,1.0,True
2067847743086546944,CygOB2-C,0.0,0.0,1.0,1.0,True
2067847846165904384,CygOB2-C,0.0,0.0,1.0,1.0,True
2067847846165907456,CygOB2-A,1.0,0.0,0.0,1.0,True
2067848155403556480,CygOB2-A,1.0,0.0,0.0,1.0,True
2067848189763306624,CygOB2-A,1.0,0.0,0.0,1.0,True
2067848361561849088,CygOB2-A,1.0,0.0,0.0,1.0,True
2067848529062064256,CygOB2-A,1.0,0.0,0.0,1.0,True
2067848567720295424,CygOB2-A,1.0,0.0,0.0,1.0,True
2067848632141295616,CygOB2-A,1.0,0.0,0.0,1.0,True
2067848636441046656,CygOB2-A,1.0,0.0,0.0,1.0,True
2067848876958071040,CygOB2-A,1.0,0.0,0.0,1.0,True
2067848911317810176,CygOB2-A,1.0,0.0,0.0,1.0,True
2067848911317810688,CygOB2-A,1.0,0.0,0.0,1.0,True
2067848941378957312,CygOB2-B,0.0,1.0,0.0,1.0,True
2067849186195725568,CygOB2-A,1.0,0.0,0.0,1.0,True
2067849220555468928,CygOB2-A,1.0,0.0,0.0,1.0,True
2067849495433371648,CygOB2-A,1.0,0.0,0.0,1.0,True
2067849529793107072,CygOB2-A,1.0,0.0,0.0,1.0,True
2067849632872324736,CygOB2-A,1.0,0.0,0.0,1.0,True
2067849662935045376,CygOB2-A,1.0,0.0,0.0,1.0,True
2067849735952749440,CygOB2-A,1.0,0.0,0.0,1.0,True
2067849804671024384,CygOB2-A,1.0,0.0,0.0,1.0,True
2067849839030763264,CygOB2-A,1.0,0.0,0.0,1.0,True
2067849873390497024,CygOB2-C,0.0,0.0,1.0,1.0,True
2067850732383964160,CygOB2-C,0.0,0.0,1.0,1.0,True
2067850732383966976,CygOB2-C,0.0,0.0,1.0,1.0,True
2067851282139851136,CygOB2-A,1.0,0.0,0.0,1.0,True
2067851316499527552,CygOB2-A,1.0,0.0,0.0,1.0,True
2067851453938485248,CygOB2-A,1.0,0.0,0.0,1.0,True
2067851453939689472,CygOB2-A,1.0,0.0,0.0,1.0,True
2067851797535714304,CygOB2-A,1.0,0.0,0.0,1.0,True
2067851797535714560,CygOB2-A,1.0,0.0,0.0,1.0,True
2067851866255193728,CygOB2-B,0.0,1.0,0.0,1.0,True
2067852209852710400,CygOB2-A,1.0,0.0,0.0,1.0,True
2067853171925419392,CygOB2-A,1.0,0.0,0.0,1.0,True
2067853206286266368,CygOB2-A,1.0,0.0,0.0,1.0,True
2067854133998074496,CygOB2-C,0.0,0.0,1.0,1.0,True
2067854958631798656,CygOB2-A,1.0,0.0,0.0,1.0,True
2067855263572453248,CygOB2-B,0.0,1.0,0.0,1.0,True
2067856023782177024,CygOB2-C,0.0,0.0,1.0,1.0,True
2067856092501653120,CygOB2-C,0.0,0.0,1.0,1.0,True
2067856779696422144,CygOB2-C,0.0,0.0,1.0,1.0,True
2067857569970409728,CygOB2-C,0.0,0.0,1.0,1.0,True
2067857844848319104,CygOB2-C,0.0,0.0,1.0,1.0,True
2067859768994231424,CygOB2-C,0.0,0.0,1.0,1.0,True
2067860215670848512,CygOB2-C,0.0,0.0,1.0,1.0,True
2067860799786375168,CygOB2-C,0.0,0.0,1.0,1.0,True
2067861005944981120,CygOB2-C,0.0,0.0,1.0,1.0,True
2067861590060360064,CygOB2-C,0.0,0.0,1.0,1.0,True
2067861727498760704,CygOB2-C,0.0,0.0,1.0,1.0,True
2067861899297453184,CygOB2-C,0.0,0.0,1.0,1.0,True
2067861933657748480,CygOB2-C,0.0,0.0,1.0,1.0,True
2067862105456440192,CygOB2-C,0.0,0.0,1.0,1.0,True
2067862208535661696,CygOB2-C,0.0,0.0,1.0,1.0,True
2067862345974611200,CygOB2-B,0.0,1.0,0.0,1.0,True
2067862414694091520,CygOB2-C,0.0,0.0,1.0,1.0,True
2067862414694093184,CygOB2-C,0.0,0.0,1.0,1.0,True
2067862414694093952,CygOB2-C,0.0,0.0,1.0,1.0,True
2067862483413574016,CygOB2-C,0.0,0.0,1.0,1.0,True
2067862483413576192,CygOB2-C,0.0,0.0,1.0,1.0,True
2067863376766779776,CygOB2-A,1.0,0.0,0.0,1.0,True
2067863509907116416,CygOB2-C,0.0,0.0,1.0,1.0,True
2067863612986295808,CygOB2-C,0.0,0.0,1.0,1.0,True
2067863720364159872,CygOB2-C,0.0,0.0,1.0,1.0,True
2067864540707666432,CygOB2-A,1.0,0.0,0.0,1.0,True
2067864579357638016,CygOB2-A,1.0,0.0,0.0,1.0,True
2067864682436354176,CygOB2-A,1.0,0.0,0.0,1.0,True
2067865026034211840,CygOB2-A,1.0,0.0,0.0,1.0,True
2067865369631037312,CygOB2-C,0.0,0.0,1.0,1.0,True
2067869351068832384,CygOB2-A,1.0,0.0,0.0,1.0,True
2067870214354209408,CygOB2-A,1.0,0.0,0.0,1.0,True
2067870283073693056,CygOB2-A,1.0,0.0,0.0,1.0,True
2067870386152902656,CygOB2-A,1.0,0.0,0.0,1.0,True
2067870454872388608,CygOB2-A,1.0,0.0,0.0,1.0,True
2067870484934046080,CygOB2-A,1.0,0.0,0.0,1.0,True
2067870523591871616,CygOB2-A,1.0,0.0,0.0,1.0,True
2067870523591873152,CygOB2-A,1.0,0.0,0.0,1.0,True
2067870553653531392,CygOB2-A,1.0,0.0,0.0,1.0,True
2067870626671084928,CygOB2-A,1.0,0.0,0.0,1.0,True
2067870832829503744,CygOB2-A,1.0,0.0,0.0,1.0,True
2067873650327975936,CygOB2-C,0.0,0.0,1.0,1.0,True
2067873822126668672,CygOB2-C,0.0,0.0,1.0,1.0,True
2067873822126669056,CygOB2-C,0.0,0.0,1.0,1.0,True
2067873856486408064,CygOB2-A,1.0,0.0,0.0,1.0,True
2067874165724620800,CygOB2-A,1.0,0.0,0.0,1.0,True
2067874200084356352,CygOB2-A,1.0,0.0,0.0,1.0,True
2067874406242786176,CygOB2-C,0.0,0.0,1.0,1.0,True
2067874474963671424,CygOB2-C,0.0,0.0,1.0,1.0,True
2067874715480428800,CygOB2-A,1.0,0.0,0.0,1.0,True
2067874784199908992,CygOB2-A,1.0,0.0,0.0,1.0,True
2067874887278559232,CygOB2-C,0.0,0.0,1.0,1.0,True
2067874955998596992,CygOB2-C,0.0,0.0,1.0,1.0,True
2067874955998599424,CygOB2-A,1.0,0.0,0.0,1.0,True
2067875024718082816,CygOB2-C,0.0,0.0,1.0,1.0,True
2067875265236259712,CygOB2-C,0.0,0.0,1.0,1.0,True
2067875299597392768,CygOB2-A,1.0,0.0,0.0,1.0,True
2067875364016862080,CygOB2-A,1.0,0.0,0.0,1.0,True
2067875604535039744,CygOB2-A,1.0,0.0,0.0,1.0,True
2067876364747901056,CygOB2-A,1.0,0.0,0.0,1.0,True
2067876570906332800,CygOB2-A,1.0,0.0,0.0,1.0,True
2067876639625326976,CygOB2-A,1.0,0.0,0.0,1.0,True
2067876673985063936,CygOB2-A,1.0,0.0,0.0,1.0,True
2067877116363558912,CygOB2-A,1.0,0.0,0.0,1.0,True
2067877120662145792,CygOB2-C,0.0,0.0,1.0,1.0,True
2067877150723296128,CygOB2-A,1.0,0.0,0.0,1.0,True
2067877189381623168,CygOB2-A,1.0,0.0,0.0,1.0,True
2067877498618793856,CygOB2-A,1.0,0.0,0.0,1.0,True
2067877498618796032,CygOB2-A,1.0,0.0,0.0,1.0,True
2067877704777244800,CygOB2-A,1.0,0.0,0.0,1.0,True
2067877910936163840,CygOB2-A,1.0,0.0,0.0,1.0,True
2067877945295998592,CygOB2-C,0.0,0.0,1.0,1.0,True
2067878082734804864,CygOB2-A,1.0,0.0,0.0,1.0,True
2067878082734805504,CygOB2-A,1.0,0.0,0.0,1.0,True
2067878117094598912,CygOB2-C,0.0,0.0,1.0,1.0,True
2067878185814073344,CygOB2-A,1.0,0.0,0.0,1.0,True
2067878185814073472,CygOB2-C,0.0,0.0,1.0,1.0,True
2067878215875146752,CygOB2-C,0.0,0.0,1.0,1.0,True
2067878254533644288,CygOB2-A,1.0,0.0,0.0,1.0,True
2067878254533644672,CygOB2-A,1.0,0.0,0.0,1.0,True
2067878323253031936,CygOB2-A,1.0,0.0,0.0,1.0,True
2067878357612771968,CygOB2-C,0.0,0.0,1.0,1.0,True
2067878391972510976,CygOB2-A,1.0,0.0,0.0,1.0,True
2067878426332252416,CygOB2-A,1.0,0.0,0.0,1.0,True
2067878426332253184,CygOB2-A,1.0,0.0,0.0,1.0,True
2067878495051674240,CygOB2-A,1.0,0.0,0.0,1.0,True
2067878495051674368,CygOB2-A,1.0,0.0,0.0,1.0,True
2067878529411413632,CygOB2-A,1.0,0.0,0.0,1.0,True
2067878666850369024,CygOB2-A,1.0,0.0,0.0,1.0,True
2067878735569899136,CygOB2-A,1.0,0.0,0.0,1.0,True
2067878769929640064,CygOB2-A,1.0,0.0,0.0,1.0,True
2067878804289378304,CygOB2-A,1.0,0.0,0.0,1.0,True
2067878838649117184,CygOB2-A,1.0,0.0,0.0,1.0,True
2067878941728334592,CygOB2-C,0.0,0.0,1.0,1.0,True
2067879074868618240,CygOB2-A,1.0,0.0,0.0,1.0,True
2067879182246579968,CygOB2-A,1.0,0.0,0.0,1.0,True
2067879281033896704,CygOB2-A,1.0,0.0,0.0,1.0,True
2067879354045188864,CygOB2-A,1.0,0.0,0.0,1.0,True
2067879354045188992,CygOB2-A,1.0,0.0,0.0,1.0,True
2067879491482083328,CygOB2-A,0.7,0.0,0.3,0.7,False
2067879491484146688,CygOB2-A,1.0,0.0,0.0,1.0,True
2067879525843888640,CygOB2-A,1.0,0.0,0.0,1.0,True
2067879594563365888,CygOB2-A,1.0,0.0,0.0,1.0,True
2067879594563367296,CygOB2-A,1.0,0.0,0.0,1.0,True
2067879800721804928,CygOB2-A,1.0,0.0,0.0,1.0,True
2067879830782909056,CygOB2-A,1.0,0.0,0.0,1.0,True
2067879903798966400,CygOB2-A,1.0,0.0,0.0,1.0,True
2067879972520494592,CygOB2-A,1.0,0.0,0.0,1.0,True
2067880075599714944,CygOB2-A,1.0,0.0,0.0,1.0,True
2067880144319123200,CygOB2-A,1.0,0.0,0.0,1.0,True
2067880449258216832,CygOB2-A,1.0,0.0,0.0,1.0,True
2067880522276247936,CygOB2-A,1.0,0.0,0.0,1.0,True
2067880556635548928,CygOB2-A,1.0,0.0,0.0,1.0,True
2067880590995726080,CygOB2-A,1.0,0.0,0.0,1.0,True
2067880625355028352,CygOB2-A,1.0,0.0,0.0,1.0,True
2067880694074484480,CygOB2-A,1.0,0.0,0.0,1.0,True
2067880797153704448,CygOB2-A,1.0,0.0,0.0,1.0,True
2067880831513438720,CygOB2-A,1.0,0.0,0.0,1.0,True
2067881003312156800,CygOB2-A,1.0,0.0,0.0,1.0,True
2067881072031622272,CygOB2-A,1.0,0.0,0.0,1.0,True
2067881243830753920,CygOB2-A,1.0,0.0,0.0,1.0,True
2067881312550301440,CygOB2-A,1.0,0.0,0.0,1.0,True
2067881346909969920,CygOB2-A,1.0,0.0,0.0,1.0,True
2067881514410144896,CygOB2-A,1.0,0.0,0.0,1.0,True
2067881548771533312,CygOB2-A,1.0,0.0,0.0,1.0,True
2067881587428211712,CygOB2-A,1.0,0.0,0.0,1.0,True
2067881656147209600,CygOB2-A,1.0,0.0,0.0,1.0,True
2067881724866692224,CygOB2-A,1.0,0.0,0.0,1.0,True
2067881754928331904,CygOB2-A,1.0,0.0,0.0,1.0,True
2067881931025097600,CygOB2-A,1.0,0.0,0.0,1.0,True
2067882308982140288,CygOB2-A,1.0,0.0,0.0,1.0,True
2067883683371713536,CygOB2-A,1.0,0.0,0.0,1.0,True
2067883717731448704,CygOB2-A,1.0,0.0,0.0,1.0,True
2067883820807687040,CygOB2-A,1.0,0.0,0.0,1.0,True
2067883820810670336,CygOB2-A,1.0,0.0,0.0,1.0,True
2067884439285961472,CygOB2-A,1.0,0.0,0.0,1.0,True
2067886084255467648,CygOB2-A,1.0,0.0,0.0,1.0,True
2067886118615211648,CygOB2-A,1.0,0.0,0.0,1.0,True
2067886260352089344,CygOB2-A,1.0,0.0,0.0,1.0,True
2067886775748188672,CygOB2-A,1.0,0.0,0.0,1.0,True
2067886810108371328,CygOB2-A,1.0,0.0,0.0,1.0,True
2067887183767034496,CygOB2-A,1.0,0.0,0.0,1.0,True
2067887802243913216,CygOB2-A,1.0,0.0,0.0,1.0,True
2067887806540357888,CygOB2-A,1.0,0.0,0.0,1.0,True
2067887840900094848,CygOB2-A,1.0,0.0,0.0,1.0,True
2067888047058538240,CygOB2-A,1.0,0.0,0.0,1.0,True
2067888218857234304,CygOB2-A,1.0,0.0,0.0,1.0,True
2067888631174096640,CygOB2-A,1.0,0.0,0.0,1.0,True
2067888768613053952,CygOB2-A,1.0,0.0,0.0,1.0,True
2067910140370268160,CygOB2-A,1.0,0.0,0.0,1.0,True
2067926392527020928,CygOB2-A,1.0,0.0,0.0,1.0,True
2067926392527021312,CygOB2-A,1.0,0.0,0.0,1.0,True
2067926426886763136,CygOB2-A,1.0,0.0,0.0,1.0,True
2067926461246502144,CygOB2-A,1.0,0.0,0.0,1.0,True
2067926461246503808,CygOB2-A,1.0,0.0,0.0,1.0,True
2067926529965982080,CygOB2-A,1.0,0.0,0.0,1.0,True
2067926598685452032,CygOB2-A,1.0,0.0,0.0,1.0,True
2067926598685455744,CygOB2-A,1.0,0.0,0.0,1.0,True
2067926633045194624,CygOB2-A,1.0,0.0,0.0,1.0,True
2067926633045194752,CygOB2-A,1.0,0.0,0.0,1.0,True
2067926667404933376,CygOB2-C,0.0,0.0,1.0,1.0,True
2067927011002331008,CygOB2-A,1.0,0.0,0.0,1.0,True
2067927075423224704,CygOB2-A,1.0,0.0,0.0,1.0,True
2067927148441283328,CygOB2-A,1.0,0.0,0.0,1.0,True
2067927217160764672,CygOB2-A,1.0,0.0,0.0,1.0,True
2067927217160766080,CygOB2-A,1.0,0.0,0.0,1.0,True
2067927320239979648,CygOB2-A,1.0,0.0,0.0,1.0,True
2067927320239980928,CygOB2-A,1.0,0.0,0.0,1.0,True
2067927320239982720,CygOB2-A,1.0,0.0,0.0,1.0,True
2067927354599722880,CygOB2-A,1.0,0.0,0.0,1.0,True
2067927560758141568,CygOB2-A,1.0,0.0,0.0,1.0,True
2067927801276313088,CygOB2-A,1.0,0.0,0.0,1.0,True
2067927801276372224,CygOB2-A,1.0,0.0,0.0,1.0,True
2067927835636056576,CygOB2-A,1.0,0.0,0.0,1.0,True
2067928041794487424,CygOB2-A,1.0,0.0,0.0,1.0,True
2067928041794489216,CygOB2-A,1.0,0.0,0.0,1.0,True
2067928110510738432,CygOB2-A,1.0,0.0,0.0,1.0,True
2067928213593232000,CygOB2-A,1.0,0.0,0.0,1.0,True
2067928351031714944,CygOB2-A,1.0,0.0,0.0,1.0,True
2067928488470616960,CygOB2-A,1.0,0.0,0.0,1.0,True
2067928518532245120,CygOB2-A,1.0,0.0,0.0,1.0,True
2067928557190106752,CygOB2-A,1.0,0.0,0.0,1.0,True
2067928660269312000,CygOB2-A,1.0,0.0,0.0,1.0,True
2067928763348545408,CygOB2-A,1.0,0.0,0.0,1.0,True
2067929003866720256,CygOB2-A,1.0,0.0,0.0,1.0,True
2067929038226433536,CygOB2-A,1.0,0.0,0.0,1.0,True
2067929106945920896,CygOB2-A,1.0,0.0,0.0,1.0,True
2067929450543312640,CygOB2-A,1.0,0.0,0.0,1.0,True
2067929587982279552,CygOB2-A,1.0,0.0,0.0,1.0,True
2067929686763411584,CygOB2-A,1.0,0.0,0.0,1.0,True
2067929862860202752,CygOB2-A,1.0,0.0,0.0,1.0,True
2067930034658897280,CygOB2-A,1.0,0.0,0.0,1.0,True
2067930069018638720,CygOB2-A,1.0,0.0,0.0,1.0,True
2067930481335498752,CygOB2-A,1.0,0.0,0.0,1.0,True
2067930614476451584,CygOB2-C,0.0,0.0,1.0,1.0,True
2067930683195765888,CygOB2-A,1.0,0.0,0.0,1.0,True
2067931168530686080,CygOB2-A,1.0,0.0,0.0,1.0,True
2067931340329380992,CygOB2-C,0.0,0.0,1.0,1.0,True
2067931580847550592,CygOB2-A,1.0,0.0,0.0,1.0,True
2067931958804673280,CygOB2-B,0.0,1.0,0.0,1.0,True
2067932366823035520,CygOB2-A,1.0,0.0,0.0,1.0,True
2067932439840627584,CygOB2-A,1.0,0.0,0.0,1.0,True
2067932886517194368,CygOB2-A,1.0,0.0,0.0,1.0,True
2067933569413961856,CygOB2-A,1.0,0.0,0.0,1.0,True
2067934016092010880,CygOB2-A,1.0,0.0,0.0,1.0,True
2067934020388589568,CygOB2-C,0.0,0.0,1.0,1.0,True
2067934394049131520,CygOB2-A,1.0,0.0,0.0,1.0,True
2067934535784658816,CygOB2-A,1.0,0.0,0.0,1.0,True
2067934879382064000,CygOB2-A,1.0,0.0,0.0,1.0,True
2067937731240258304,CygOB2-C,0.0,0.0,1.0,1.0,True
2067944019072845696,CygOB2-C,0.0,0.0,1.0,1.0,True
2067944259591016192,CygOB2-C,0.0,0.0,1.0,1.0,True
2067944397029624448,CygOB2-C,0.0,0.0,1.0,1.0,True
2067945152943876864,CygOB2-C,0.0,0.0,1.0,1.0,True
2067996761270530176,CygOB2-B,0.0,1.0,0.0,1.0,True
2067997723343217792,CygOB2-B,0.0,1.0,0.0,1.0,True
2067998921635939456,CygOB2-A,1.0,0.0,0.0,1.0,True
2067999059074900096,CygOB2-B,0.0,1.0,0.0,1.0,True
2067999303892718848,CygOB2-B,0.0,1.0,0.0,1.0,True
2068000025445698048,CygOB2-A,1.0,0.0,0.0,1.0,True
2068000055507319296,CygOB2-A,1.0,0.0,0.0,1.0,True
2068000128524907392,CygOB2-A,1.0,0.0,0.0,1.0,True
2068000231604135040,CygOB2-A,1.0,0.0,0.0,1.0,True
2068000265963870720,CygOB2-A,1.0,0.0,0.0,1.0,True
2068000300323615616,CygOB2-A,1.0,0.0,0.0,1.0,True
2068000334683357312,CygOB2-A,1.0,0.0,0.0,1.0,True
2068000575201510912,CygOB2-B,0.0,1.0,0.0,1.0,True
2068000742702107648,CygOB2-A,1.0,0.0,0.0,1.0,True
2068000884439444608,CygOB2-A,1.0,0.0,0.0,1.0,True
2068000953158638592,CygOB2-B,0.0,1.0,0.0,1.0,True
2068000953158639488,CygOB2-B,0.0,1.0,0.0,1.0,True
2068001670416370432,CygOB2-A,1.0,0.0,0.0,1.0,True
2068002980383252480,CygOB2-B,0.0,1.0,0.0,1.0,True
2068003255261123712,CygOB2-A,1.0,0.0,0.0,1.0,True
2068003358340345088,CygOB2-A,1.0,0.0,0.0,1.0,True
2068003392700073472,CygOB2-A,1.0,0.0,0.0,1.0,True
2068003422761695744,CygOB2-A,1.0,0.0,0.0,1.0,True
2068003495779300736,CygOB2-A,1.0,0.0,0.0,1.0,True
2068003732000698624,CygOB2-A,1.0,0.0,0.0,1.0,True
2068003805016936320,CygOB2-A,1.0,0.0,0.0,1.0,True
2068004075598086784,CygOB2-B,0.0,1.0,0.0,1.0,True
2068004148614339968,CygOB2-A,1.0,0.0,0.0,1.0,True
2068004487914946304,CygOB2-A,1.0,0.0,0.0,1.0,True
2068005076327278336,CygOB2-A,1.0,0.0,0.0,1.0,True
2068005694802503296,CygOB2-B,0.0,1.0,0.0,1.0,True
2068005694802505088,CygOB2-B,0.0,1.0,0.0,1.0,True
2068005729162249728,CygOB2-B,0.0,1.0,0.0,1.0,True
2068005935320684160,CygOB2-B,0.0,1.0,0.0,1.0,True
2068005965382344320,CygOB2-B,0.0,1.0,0.0,1.0,True
2068006278918062976,CygOB2-B,0.0,1.0,0.0,1.0,True
2068006381997282688,CygOB2-B,0.0,1.0,0.0,1.0,True
2068006691234936576,CygOB2-B,0.0,1.0,0.0,1.0,True
2068006863033640192,CygOB2-A,1.0,0.0,0.0,1.0,True
2068006927461397632,CygOB2-A,1.0,0.0,0.0,1.0,True
2068006931753125120,CygOB2-B,0.0,1.0,0.0,1.0,True
2068007172271275776,CygOB2-B,0.0,1.0,0.0,1.0,True
2068007722027069184,CygOB2-B,0.0,1.0,0.0,1.0,True
